name,key_word,sn,reviews
Training Diffusion Models with Reinforcement Learning,"['reinforcement learning', ' RLHF', ' diffusion models']",8548,"[{'mark': [3, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [4, 4, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}]"
DIRECTIONALITY IN GRAPH TRANSFORMERS,"['graph transformers', ' graph neural networks']",8547,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 6, 'confidence': 4}]"
Latent Conservative Objective Models for Offline Data-Driven Crystal Structure Prediction,"['crystal structure prediction', ' offline model-based optimization']",8545,"[{'mark': [3, 3, 1], 'rate': 3, 'confidence': 5}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 2}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [1, 2, 1], 'rate': 3, 'confidence': 4}]"
Finite-Time Analysis of On-Policy Heterogeneous Federated Reinforcement Learning,"['reinforcement learning', ' federated learning', ' temporal difference learning']",8544,"[{'mark': [3, 4, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 1, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}]"
Explaining the Out-of-Distribution Detection Paradox through Likelihood Peaks,"['out-of-distribution detection', ' normalizing flows', ' manifold hypothesis', ' intrinsic dimension']",8543,"[{'mark': [3, 4, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 3], 'rate': 5, 'confidence': 4}]"
Federated Q-Learning: Linear Regret Speedup with Low Communication Cost,"['Federated Learning', ' Reinforcement Learning', ' Q-Learning', ' Regret', ' Communication Cost']",8542,"[{'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 3}]"
The Trickle-down Impact of Reward Inconsistency on RLHF,"['Large language model', ' reward model', ' RLHF', ' consistency']",8541,"[{'mark': [1, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 2, 3], 'rate': 5, 'confidence': 5}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 3], 'rate': 5, 'confidence': 4}]"
Multi-Resolution Learning with DeepONets and Long Short-Term Memory Neural Networks,"['multi-resolution learning', ' operator learning', ' recurrent neural networks', ' DeepONet', ' LSTM', ' dynamical systems']",8539,"[{'mark': [3, 3, 2], 'rate': 5, 'confidence': 2}, {'mark': [3, 4, 2], 'rate': 6, 'confidence': 3}, {'mark': [2, 3, 1], 'rate': 3, 'confidence': 4}]"
Non-stationary Contextual Bandit Learning via Neural Predictive Ensemble Sampling,"['Nonstationary Contextual Bandit', ' Neural Bandit Learning', ' Continual Learning', ' Exploration vs Exploitation']",8538,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 2}]"
Depth From Camera Model,"['Depth Estimation', ' Camera Model', ' 3D Reconstruction']",8536,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 5}, {'mark': [3, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 5}]"
Deep probabilistic 3D angular regression for directional dark matter detectors,"['3D', ' Directionality', ' Probabilistic', ' Particle Physics']",8534,"[{'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 1, 2], 'rate': 3, 'confidence': 3}]"
Unsupervised Sign Language Translation and Generation,"['unsupervised', ' sign language translation', ' natural language processing']",8533,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}]"
Cross-modality debiasing: using language to mitigate sub-population shifts in imaging,"['cross-modality', ' sub-population shift']",8531,"[{'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}]"
Decompose Time and Frequency Dependencies: Multivariate Time Series Physiological Signal Emotion Recognition,"['Physiological Signal', ' Emotion Recognition', ' Time Series', ' Representation Learning', ' Affective Computing']",8530,"[{'mark': [2, 1, 1], 'rate': 3, 'confidence': 5}, {'mark': [3, 2, 1], 'rate': 3, 'confidence': 5}, {'mark': [2, 2, 3], 'rate': 6, 'confidence': 4}]"
Understanding Your Agent: Leveraging Large Language Models for Behavior Explanation,"['Explainability', ' Behavior Modeling', ' Large Language Models']",8529,"[{'mark': [2, 3, 2], 'rate': 3, 'confidence': 2}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 1], 'rate': 3, 'confidence': 4}]"
Continual Graph Learning for Thermal Analysis of Composite Materials under Interface Variations,"['Graph Neural Network', ' Continual Graph Learning', ' Thermal Analysis']",8528,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 2, 1], 'rate': 5, 'confidence': 4}]"
Generating with Confidence: Uncertainty Quantification for Black-box Large Language Models,"['Uncertainty Quantification', ' Selective Generation', ' Natural Language Generation']",8527,"[{'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}]"
Stochastic two points method for deep model gradient free optimization,"['zeroth-order optimization', ' gradient free adaptation']",8526,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 2}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}]"
SafeDiffuser: Safe Planning with Diffusion Probabilistic Models,"['Diffusion', ' Safe Planning', ' Specification Guarantees']",8525,"[{'mark': [2, 1, 2], 'rate': 1, 'confidence': 3}, {'mark': [1, 1, 2], 'rate': 3, 'confidence': 2}, {'mark': [3, 3, 4], 'rate': 8, 'confidence': 3}]"
Revisitng graph neural networks for traffic forecasting,"['Graph-structured dynamics', ' Linear model', ' Large network', ' Traffic forecasting']",8523,"[{'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 3, 1], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}]"
Neural Collapse meets Differential Privacy:  Curious behaviors of NoisySGD with Near-Perfect Representation Learning,['Differential privacy; neural collapse; DP-SGD; representation Learning'],8521,"[{'mark': [3, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [1, 3, 1], 'rate': 3, 'confidence': 5}]"
Efficient Modulation for Vision Networks,"['EfficientMod', ' Efficient Networks']",8518,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 5}, {'mark': [2, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}]"
Pre-training LiDAR-based 3D Object Detectors through Colorization,"['3D object detection', ' LiDAR point cloud', ' pre-training', ' autonomous driving', ' self-supervised learning']",8517,"[{'mark': [4, 4, 4], 'rate': 8, 'confidence': 5}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 4}, {'mark': [2, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 5}]"
An Emulator for Fine-tuning Large Language Models using Small Language Models,"['pre-training', ' fine-tuning', ' decouple', ' scale', ' reward', ' alignment']",8516,"[{'mark': [3, 2, 3], 'rate': 6, 'confidence': 2}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 2}, {'mark': [4, 2, 4], 'rate': 8, 'confidence': 5}]"
Toward Student-oriented Teacher Network Training for Knowledge Distillation,"['Knowledge distillation', ' Teacher-student training', ' Empirical risk minimization']",8515,"[{'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [4, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}]"
Language Models Represent Space and Time,"['Interpretability', ' world models', ' probing']",8514,"[{'mark': [3, 4, 3], 'rate': 8, 'confidence': 4}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 4, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 4}]"
Causal Modelling Agents: Causal Graph Discovery through Synergising Metadata- and Data-driven Reasoning,"['Causal Reasoning', ' Causal Discovery', ' Structural Causal Models', ' Large Language Models']",8513,"[{'mark': [3, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 2}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 2}, {'mark': [3, 4, 3], 'rate': 8, 'confidence': 3}]"
Fast-ELECTRA for Efficient Pre-training,"['Language model Pre-training', ' ELECTRA', ' Efficiency']",8511,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 6, 'confidence': 3}]"
Maximum Entropy Model Correction in Reinforcement Learning,"['reinforcement learning', ' model-based reinforcement learning', ' maximum entropy', ' planning']",8509,"[{'mark': [3, 2, 2], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [3, 3, 4], 'rate': 8, 'confidence': 4}]"
Ceci n'est pas une pomme: Adversarial Illusions in Multi-Modal Embeddings,"['security', ' machine learning', ' adversarial perturbations', ' large language models']",8508,"[{'mark': [2, 3, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 5}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}]"
Identifying Latent State Transition Processes for Individualized Reinforcement Learning,"['individualized reinforcement learning', ' latent state transition', ' identifiability']",8507,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}]"
Learning Multi-Agent Communication using Regularized Attention Messages,"['Multi-Agent Reinforcement Learning', ' Communication', ' Attention', ' Message Compression']",8505,"[{'mark': [1, 2, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}]"
The mechanistic basis of data dependence and abrupt learning in an in-context classification task,"['in-context learning', ' mechanistic interpretability', ' language models', ' induction heads']",8504,"[{'mark': [4, 3, 3], 'rate': 1, 'confidence': 4}, {'mark': [4, 3, 4], 'rate': 1, 'confidence': 4}, {'mark': [4, 4, 3], 'rate': 8, 'confidence': 4}, {'mark': [2, 2, 3], 'rate': 5, 'confidence': 3}]"
SpaCE: The Spatial Confounding Environment,"['causal inference', ' datasets', ' benchmarks', ' spatial confounding', ' public health']",8502,"[{'mark': [3, 4, 2], 'rate': 6, 'confidence': 4}, {'mark': [2, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 4, 3], 'rate': 8, 'confidence': 3}]"
Benchmarking Cognitive Biases in Large Language Models as Evaluators,"['Large Language Models', ' Automatic Evaluation', ' Cognitive Biases']",8501,"[{'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 4], 'rate': 8, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}]"
PILOT: An O(1/T)-Convergent Approach for Policy Evaluation with Nonlinear Function Approximation,"['min-max optimization', ' adaptive batch size', ' policy evaluation.']",8499,"[{'mark': [3, 3, 2], 'rate': 6, 'confidence': 3}, {'mark': [4, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 3}]"
Graph Neural Networks Gone Hogwild,['graph neural network'],8497,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 2}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [1, 1, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}]"
Impact of Molecular Representations on Deep Learning Model Comparisons in Drug Response Predictions,"['Cancer Drug Response Prediction', ' Model Comparison']",8496,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [1, 1, 1], 'rate': 1, 'confidence': 2}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 4}]"
Positional Description Matters for Transformers Arithmetic,"['Transformer', ' Arithmetic', ' Language Model', ' Deep Learning']",8495,"[{'mark': [3, 2, 2], 'rate': 3, 'confidence': 2}, {'mark': [3, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}]"
FreshLLMs: Refreshing Large Language Models with Search Engine Augmentation,"['fresh LLMs', ' search engine-augmented LLMs', "" LLMs' factuality""]",8494,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [4, 4, 3], 'rate': 8, 'confidence': 4}]"
Contrastive Post-training Large Language Models on Data Curriculum,"['large language model', ' curriculum learning', ' contrastive learning', ' alignment']",8492,"[{'mark': [2, 1, 2], 'rate': 3, 'confidence': 2}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 2}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}]"
STIMULUS: Achieving Fast Convergence and Low Sample Complexity in Stochastic Multi-Objective Learning,"['multi-objective optimization', ' sample complexity', ' variance reduction', ' momentum']",8491,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 2}, {'mark': [1, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [4, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}]"
Language Model Detectors Are Easily Optimized Against,"['detector', ' language model', ' learning from preferences']",8488,"[{'mark': [2, 2, 2], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 4}]"
The Representation Jensen-Shannon Divergence,"['Statistical Divergence', ' Kernel methods', ' Two sample testing']",8487,"[{'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}]"
Zero-Shot Robotic Manipulation with Pre-Trained Image-Editing Diffusion Models,"['robot learning', ' diffusion model']",8486,"[{'mark': [2, 4, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}]"
Learning to Reach Goals via Diffusion,"['Goal-conditioned reinforcement learning', ' Offline reinforcement learning', ' Diffusion modeling']",8484,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}]"
"LUMOS: Towards Language Agents that are Unified, Modular, and Open Source","['language agent', ' interactive NLP', ' tool-augmented LLM']",8483,"[{'mark': [3, 3, 3], 'rate': 8, 'confidence': 4}, {'mark': [1, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 2}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}]"
Physics Informed Neurally Constructed ODE Networks (PINeCONes),"['Scientific Machine Learning', ' Neural ODEs', ' PINNs', ' PDEs']",8482,"[{'mark': [2, 2, 1], 'rate': 3, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 2}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}]"
CrysFormer: Protein Structure Prediction via 3d Patterson Maps and Partial Structure Attention,"['AI for science', ' protein crystallography', ' Transformer model']",8479,"[{'mark': [3, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 3, 'confidence': 3}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 3, 'confidence': 3}]"
Latent Space Simulator for Unveiling Molecular Free Energy Landscapes and Predicting Transition Dynamics,"['molecular dynamics', ' simulation', ' Boltzmann distribution', ' sampling']",8477,"[{'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 5}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 3], 'rate': 3, 'confidence': 5}]"
Causal Estimation of Exposure Shifts with Neural Networks: Evaluating the Health Benefits of Stricter Air Quality Standards in the US,['causal inference; neural networks; air pollution; stochastic interventions; doubly robust inference'],8476,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}]"
An empirical investigation of generalization dynamics in deep ReLU networks via nonlinear mode decomposition,"['learning', ' generalization', ' statistical mechanics', ' teacher-student', ' svd']",8473,"[{'mark': [2, 1, 2], 'rate': 3, 'confidence': 2}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [1, 1, 1], 'rate': 3, 'confidence': 5}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}]"
Efficient Transfer Learning from Arbitrary Pre-Trained Models,"['Transfer learning', ' Foundation models']",8472,"[{'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}]"
On the Role of Edge Dependency in Graph Generative Models,"['graph', ' network', ' generative', ' model', ' random', ' dependence', ' overlap', ' triangle', ' cycle', ' bound']",8471,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}]"
DiffDock-Pocket: Diffusion for Pocket-Level Docking with Sidechain Flexibility,"['diffusion', ' diffusion models', ' docking', ' generative model']",8469,"[{'mark': [3, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 3}, {'mark': [2, 4, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}]"
Learning Diverse Quadruped Locomotion Gaits via Reward Machines,"['Reward Machine', ' Quadruped Locomotion', ' Reinforcement Learning', ' Robotics']",8468,"[{'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 5}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [4, 4, 3], 'rate': 8, 'confidence': 4}]"
"How Capable Can a Transformer Become? A Study on Synthetic, Interpretable Tasks","['Transformers', ' Capabilities', ' Mechanistic interpretability', ' Synthetic task']",8467,"[{'mark': [2, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 4], 'rate': 8, 'confidence': 4}]"
Auto DP-SGD: Dual Improvements of Privacy and Accuracy via Automatic Clipping Threshold and Noise Multiplier Estimation,"['Differential Privacy', ' tCDP', ' Auto DP-SGD', ' clipping threshold estimation', ' noise multiplier decay']",8466,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 5}, {'mark': [2, 2, 1], 'rate': 1, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}]"
"A New, Physics-Based Continuous-Time Reinforcement Learning Algorithm with Performance Guarantees","['Reinforcement Learning (RL)', ' Continuous Time (CT)', ' Optimal Control', ' Physics-Based']",8465,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 1, 2], 'rate': 5, 'confidence': 2}, {'mark': [1, 2, 1], 'rate': 1, 'confidence': 4}]"
Graph neural processes and their application to molecular functions,"['Neural processes', ' molecules', ' drug discovery', ' meta-learning', ' docking']",8464,"[{'mark': [3, 4, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 2, 2], 'rate': 3, 'confidence': 4}]"
Simple Hierarchical Planning with Diffusion,"['Hierarchical Offline RL', ' Hierarchical planning', ' Hierarchical Reinforcement Learning', ' Diffusion-Based Planning']",8463,"[{'mark': [3, 3, 2], 'rate': 3, 'confidence': 5}, {'mark': [4, 4, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}]"
Stochastic Gradient Descent for Gaussian Processes Done Right,"['Gaussian process', ' stochastic gradient descent']",8461,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [4, 4, 4], 'rate': 8, 'confidence': 4}]"
Confronting Reward Model Overoptimization with Constrained RLHF,"['rlhf', ' overoptimization', ' constrained RL']",8460,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [4, 3, 4], 'rate': 8, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}]"
GAFormer: Enhancing Timeseries Transformers Through Group-Aware Embeddings,"['Time-series', ' Transformer', ' Spatiotemporal']",8459,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 2}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 2}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 2}]"
Improved order analysis and design of exponential integrator for diffusion models sampling,['diffusion model;order analysis;fast sampling'],8456,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 2}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 2, 1], 'rate': 3, 'confidence': 4}]"
Setting the Record Straight on Transformer Oversmoothing,"['transformers', ' oversmoothing', ' rank collapse']",8455,"[{'mark': [4, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 4}]"
KBFormer: A Transformer-based Diffusion Model of Structured Entities with Heterogeneous Properties,"['Knowledge Bases', ' Structured Data', ' Discrete State Diffusion']",8454,"[{'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 2, 3], 'rate': 5, 'confidence': 2}, {'mark': [3, 3, 4], 'rate': 6, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 2}, {'mark': [3, 2, 2], 'rate': 3, 'confidence': 3}]"
Bridging Sequence and Structure: Latent Diffusion for Conditional Protein Generation,"['Protein Design', ' Geometric Machine Learning', ' Latent Diffusion', ' Protein Docking']",8453,"[{'mark': [4, 3, 4], 'rate': 8, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 5}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 5}]"
Why is SAM Robust to Label Noise?,"['generalization', ' sharpness', ' robustness', ' SAM']",8452,"[{'mark': [2, 3, 3], 'rate': 3, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 4}]"
Gradient descent for matrix factorization: Understanding large initialization,"['Gradient descent', ' matrix factorization', ' large initialization', ' implicit bias', ' incremental learning']",8450,"[{'mark': [3, 3, 2], 'rate': 6, 'confidence': 2}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 2}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}]"
How FaR Are Large Language Models From Agents with Theory-of-Mind?,"['Large Language Models', ' Theory-of-Mind', ' Social Reasoning', ' Language Agent', ' Prompting']",8449,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 3, 1], 'rate': 3, 'confidence': 5}, {'mark': [2, 3, 1], 'rate': 5, 'confidence': 4}]"
Predicting the Performance of Foundation Models via Agreement-on-the-line,"['robustness', ' OOD performance estimation', ' foundation model safety']",8448,"[{'mark': [2, 2, 1], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}]"
